MOIS,THEMATIQUES,TF1,France_2,France_3,Canal_plus,Arte
janv.-05,Catastrophes,214,191,88,18,40
janv.-05,Culture_loisirs,27,42,35,4,0
janv.-05,Economie,35,18,10,1,8
janv.-05,Education,14,12,4,3,3
janv.-05,Environnement,31,25,15,1,3
janv.-05,Faits divers,24,19,9,1,1
janv.-05,Histoire_hommages,36,38,24,10,23
janv.-05,International,52,61,54,15,108
janv.-05,Justice,20,27,16,11,11
janv.-05,Politique_France,27,25,25,6,22
janv.-05,Santé,21,19,15,0,2
janv.-05,Sciences et techniques,28,11,11,4,2
janv.-05,Société,139,129,65,24,31
janv.-05,Sport,37,49,19,7,0
févr.-05,Catastrophes,42,30,13,4,14
févr.-05,Culture_loisirs,41,66,23,12,5
févr.-05,Economie,46,43,24,2,7
févr.-05,Education,27,31,22,7,7
févr.-05,Environnement,46,25,12,0,6
févr.-05,Faits divers,17,16,13,8,0
févr.-05,Histoire_hommages,14,12,12,1,9
févr.-05,International,100,110,81,26,160
févr.-05,Justice,56,52,43,15,8
févr.-05,Politique_France,23,18,13,2,4
févr.-05,Santé,50,41,20,9,6
févr.-05,Sciences et techniques,17,15,10,0,4
févr.-05,Société,177,132,67,29,27
févr.-05,Sport,54,58,29,18,3
mars-05,Catastrophes,47,44,27,1,10
mars-05,Culture_loisirs,48,81,38,14,2
mars-05,Economie,92,50,27,2,13
mars-05,Education,33,24,15,3,4
mars-05,Environnement,57,57,14,4,0
mars-05,Faits divers,32,28,18,3,9
mars-05,Histoire_hommages,7,7,1,1,3
mars-05,International,109,140,104,30,189
mars-05,Justice,44,60,30,13,21
mars-05,Politique_France,38,22,22,5,5
mars-05,Santé,69,75,44,14,19
mars-05,Sciences et techniques,29,27,8,3,3
mars-05,Société,217,187,89,34,39
mars-05,Sport,55,63,31,15,1
avr.-05,Catastrophes,16,17,7,1,2
avr.-05,Culture_loisirs,28,46,21,8,1
avr.-05,Economie,57,38,20,11,17
avr.-05,Education,12,13,7,2,2
avr.-05,Environnement,30,11,6,1,1
avr.-05,Faits divers,20,19,15,4,4
avr.-05,Histoire_hommages,34,34,19,6,13
avr.-05,International,74,82,66,16,130
avr.-05,Justice,33,26,35,19,5
avr.-05,Politique_France,31,23,15,5,5
avr.-05,Santé,23,24,18,5,3
avr.-05,Sciences et techniques,13,12,8,1,5
avr.-05,Société,275,276,154,47,92
avr.-05,Sport,31,26,16,8,1
mai-05,Catastrophes,12,11,7,1,0
mai-05,Culture_loisirs,47,78,42,10,4
mai-05,Economie,74,65,26,8,15
mai-05,Education,24,9,7,1,4
mai-05,Environnement,33,26,9,1,3
mai-05,Faits divers,18,27,21,9,0
mai-05,Histoire_hommages,22,31,17,4,17
mai-05,International,154,216,119,42,220
mai-05,Justice,43,41,26,19,12
mai-05,Politique_France,56,57,47,16,13
mai-05,Santé,48,35,22,2,2
mai-05,Sciences et techniques,31,23,6,0,2
mai-05,Société,176,143,82,27,37
mai-05,Sport,58,61,38,14,0
juin-05,Catastrophes,37,24,20,1,8
juin-05,Culture_loisirs,38,47,27,2,0
juin-05,Economie,54,44,35,2,11
juin-05,Education,19,22,12,3,2
juin-05,Environnement,54,46,10,0,10
juin-05,Faits divers,13,24,19,10,0
juin-05,Histoire_hommages,3,10,6,0,3
juin-05,International,95,105,91,14,168
juin-05,Justice,51,44,31,11,12
juin-05,Politique_France,29,25,21,4,5
juin-05,Santé,23,32,13,6,1
juin-05,Sciences et techniques,22,25,3,1,3
juin-05,Société,168,134,72,21,26
juin-05,Sport,53,49,34,12,2
juil.-05,Catastrophes,43,46,15,9,12
juil.-05,Culture_loisirs,47,61,25,2,3
juil.-05,Economie,43,34,25,11,12
juil.-05,Education,9,11,8,2,1
juil.-05,Environnement,42,48,18,3,9
juil.-05,Faits divers,14,11,8,4,1
juil.-05,Histoire_hommages,8,11,9,1,4
juil.-05,International,185,208,134,52,148
juil.-05,Justice,22,23,23,14,17
juil.-05,Politique_France,29,31,21,9,8
juil.-05,Santé,21,9,4,1,3
juil.-05,Sciences et techniques,16,24,7,9,9
juil.-05,Société,89,84,61,28,27
juil.-05,Sport,81,94,55,31,4
août-05,Catastrophes,142,169,96,35,48
août-05,Culture_loisirs,48,72,31,6,7
août-05,Economie,58,58,35,9,5
août-05,Education,25,19,12,3,2
août-05,Environnement,66,53,27,6,13
août-05,Faits divers,34,34,17,10,9
août-05,Histoire_hommages,14,15,17,2,12
août-05,International,67,81,53,38,176
août-05,Justice,15,20,19,4,7
août-05,Politique_France,16,19,21,8,4
août-05,Santé,32,32,12,4,8
août-05,Sciences et techniques,26,20,15,7,9
août-05,Société,159,139,116,39,38
août-05,Sport,58,69,38,28,4
sept.-05,Catastrophes,115,102,51,19,32
sept.-05,Culture_loisirs,40,55,25,5,1
sept.-05,Economie,63,39,36,21,21
sept.-05,Education,16,19,7,3,0
sept.-05,Environnement,51,34,19,1,5
sept.-05,Faits divers,19,17,15,7,4
sept.-05,Histoire_hommages,7,10,4,4,5
sept.-05,International,65,71,45,25,133
sept.-05,Justice,25,24,20,11,12
sept.-05,Politique_France,47,47,46,20,9
sept.-05,Santé,29,21,18,5,4
sept.-05,Sciences et techniques,10,17,8,4,3
sept.-05,Société,124,102,78,38,32
sept.-05,Sport,41,43,25,11,0
oct.-05,Catastrophes,47,49,30,8,39
oct.-05,Culture_loisirs,42,57,32,7,3
oct.-05,Economie,47,31,18,10,8
oct.-05,Education,15,8,5,1,0
oct.-05,Environnement,22,14,8,3,2
oct.-05,Faits divers,7,11,12,4,3
oct.-05,Histoire_hommages,10,6,8,0,2
oct.-05,International,69,70,59,27,114
oct.-05,Justice,40,40,34,20,16
oct.-05,Politique_France,23,21,13,11,3
oct.-05,Santé,63,70,45,15,33
oct.-05,Sciences et techniques,24,22,12,4,7
oct.-05,Société,153,140,109,39,44
oct.-05,Sport,40,31,23,3,0
nov.-05,Catastrophes,29,22,9,1,13
nov.-05,Culture_loisirs,50,57,43,5,11
nov.-05,Economie,51,40,33,7,10
nov.-05,Education,17,16,8,5,2
nov.-05,Environnement,39,34,15,4,16
nov.-05,Faits divers,24,31,18,15,1
nov.-05,Histoire_hommages,18,12,13,1,4
nov.-05,International,67,74,39,24,127
nov.-05,Justice,45,39,40,18,19
nov.-05,Politique_France,32,40,26,13,7
nov.-05,Santé,47,36,26,10,12
nov.-05,Sciences et techniques,20,20,10,1,1
nov.-05,Société,291,253,203,81,104
nov.-05,Sport,47,48,22,8,0
déc.-05,Catastrophes,52,42,37,4,12
déc.-05,Culture_loisirs,60,50,30,5,3
déc.-05,Economie,61,64,30,18,9
déc.-05,Education,16,14,5,3,1
déc.-05,Environnement,29,37,14,6,9
déc.-05,Faits divers,17,13,20,7,2
déc.-05,Histoire_hommages,13,12,6,4,3
déc.-05,International,52,67,52,23,107
déc.-05,Justice,32,27,28,12,13
déc.-05,Politique_France,24,16,17,5,0
déc.-05,Santé,19,19,12,1,4
déc.-05,Sciences et techniques,30,14,10,2,2
déc.-05,Société,186,166,104,38,56
déc.-05,Sport,29,27,21,5,2
janv.-06,Catastrophes,43,30,21,6,7
janv.-06,Culture_loisirs,52,63,38,11,4
janv.-06,Economie,47,39,26,8,20
janv.-06,Education,26,12,7,4,2
janv.-06,Environnement,42,46,24,4,8
janv.-06,Faits divers,31,32,20,6,2
janv.-06,Histoire_hommages,10,10,11,6,4
janv.-06,International,79,88,79,31,138
janv.-06,Justice,54,38,34,18,23
janv.-06,Politique_France,26,28,26,11,20
janv.-06,Santé,50,42,24,9,27
janv.-06,Sciences et techniques,22,17,17,1,7
janv.-06,Société,159,142,100,34,43
janv.-06,Sport,40,42,26,5,2
févr.-06,Catastrophes,13,16,7,5,12
févr.-06,Culture_loisirs,42,47,26,11,2
févr.-06,Economie,46,44,18,11,11
févr.-06,Education,6,6,2,0,3
févr.-06,Environnement,32,21,19,8,9
févr.-06,Faits divers,32,28,27,10,7
févr.-06,Histoire_hommages,11,3,2,2,4
févr.-06,International,42,40,45,30,104
févr.-06,Justice,49,44,27,17,17
févr.-06,Politique_France,29,21,23,9,11
févr.-06,Santé,99,94,54,29,38
févr.-06,Sciences et techniques,19,12,11,5,3
févr.-06,Société,124,104,76,40,55
févr.-06,Sport,45,69,42,5,5
mars-06,Catastrophes,25,18,7,4,3
mars-06,Culture_loisirs,46,48,28,12,2
mars-06,Economie,37,29,18,9,12
mars-06,Education,37,46,30,9,10
mars-06,Environnement,40,24,20,4,18
mars-06,Faits divers,16,8,13,6,3
mars-06,Histoire_hommages,6,2,5,0,2
mars-06,International,57,72,41,46,133
mars-06,Justice,45,38,31,26,34
mars-06,Politique_France,32,16,22,10,3
mars-06,Santé,59,50,21,12,19
mars-06,Sciences et techniques,14,15,10,10,7
mars-06,Société,211,230,147,60,67
mars-06,Sport,47,42,23,7,2
avr.-06,Catastrophes,12,9,8,1,13
avr.-06,Culture_loisirs,37,66,24,11,2
avr.-06,Economie,53,51,37,15,10
avr.-06,Education,22,24,16,4,3
avr.-06,Environnement,39,26,13,3,8
avr.-06,Faits divers,19,15,11,4,4
avr.-06,Histoire_hommages,5,9,6,3,4
avr.-06,International,49,80,61,48,140
avr.-06,Justice,33,31,30,15,13
avr.-06,Politique_France,20,27,26,6,13
avr.-06,Santé,39,31,29,5,7
avr.-06,Sciences et techniques,25,28,12,9,13
avr.-06,Société,196,163,112,50,55
avr.-06,Sport,47,53,30,7,1
mai-06,Catastrophes,35,29,17,4,9
mai-06,Culture_loisirs,63,60,43,6,5
mai-06,Economie,64,49,30,14,13
mai-06,Education,23,17,5,1,2
mai-06,Environnement,34,33,18,4,9
mai-06,Faits divers,20,15,16,6,8
mai-06,Histoire_hommages,12,7,9,3,6
mai-06,International,43,66,39,40,146
mai-06,Justice,75,84,78,42,36
mai-06,Politique_France,37,35,25,15,17
mai-06,Santé,27,29,19,3,11
mai-06,Sciences et techniques,28,15,14,6,2
mai-06,Société,157,127,70,52,37
mai-06,Sport,61,50,28,19,4
juin-06,Catastrophes,10,11,7,3,6
juin-06,Culture_loisirs,41,41,31,14,0
juin-06,Economie,33,39,37,11,17
juin-06,Education,27,20,8,1,1
juin-06,Environnement,32,23,9,4,6
juin-06,Faits divers,26,21,20,5,3
juin-06,Histoire_hommages,7,13,7,1,4
juin-06,International,41,45,39,38,121
juin-06,Justice,40,52,38,19,23
juin-06,Politique_France,29,46,31,11,11
juin-06,Santé,18,15,14,4,5
juin-06,Sciences et techniques,13,16,12,1,3
juin-06,Société,109,120,76,29,40
juin-06,Sport,218,163,79,26,29
juil.-06,Catastrophes,22,11,12,4,5
juil.-06,Culture_loisirs,41,59,37,9,2
juil.-06,Economie,31,31,17,3,8
juil.-06,Education,9,10,2,2,2
juil.-06,Environnement,46,42,23,2,5
juil.-06,Faits divers,9,17,18,0,0
juil.-06,Histoire_hommages,5,8,6,3,3
juil.-06,International,129,142,103,49,172
juil.-06,Justice,12,19,24,7,8
juil.-06,Politique_France,23,18,19,10,6
juil.-06,Santé,29,32,23,9,3
juil.-06,Sciences et techniques,10,15,9,2,8
juil.-06,Société,82,104,84,29,36
juil.-06,Sport,174,161,96,20,27
août-06,Catastrophes,37,42,29,5,14
août-06,Culture_loisirs,37,60,32,8,3
août-06,Economie,56,45,28,6,8
août-06,Education,20,21,8,3,1
août-06,Environnement,57,33,35,9,17
août-06,Faits divers,22,23,16,4,1
août-06,Histoire_hommages,4,4,2,2,7
août-06,International,134,134,111,59,172
août-06,Justice,13,10,18,2,10
août-06,Politique_France,37,49,38,21,14
août-06,Santé,25,22,13,7,10
août-06,Sciences et techniques,27,30,14,3,2
août-06,Société,107,84,78,24,42
août-06,Sport,65,58,42,21,1
sept.-06,Catastrophes,29,18,15,3,11
sept.-06,Culture_loisirs,37,55,38,15,1
sept.-06,Economie,49,48,25,10,15
sept.-06,Education,35,25,14,7,4
sept.-06,Environnement,32,29,17,8,10
sept.-06,Faits divers,19,29,23,13,5
sept.-06,Histoire_hommages,10,13,10,0,2
sept.-06,International,93,78,55,36,169
sept.-06,Justice,39,34,32,19,14
sept.-06,Politique_France,63,51,49,20,14
sept.-06,Santé,35,35,24,9,3
sept.-06,Sciences et techniques,28,13,18,4,7
sept.-06,Société,134,113,80,36,41
sept.-06,Sport,47,42,15,11,0
oct.-06,Catastrophes,32,34,19,7,6
oct.-06,Culture_loisirs,58,77,36,13,7
oct.-06,Economie,57,44,27,8,21
oct.-06,Education,28,18,8,0,0
oct.-06,Environnement,55,32,14,6,9
oct.-06,Faits divers,16,23,12,11,5
oct.-06,Histoire_hommages,6,9,7,0,8
oct.-06,International,59,58,54,35,153
oct.-06,Justice,54,57,44,43,16
oct.-06,Politique_France,55,54,50,20,20
oct.-06,Santé,50,45,26,1,5
oct.-06,Sciences et techniques,44,31,11,11,17
oct.-06,Société,190,153,131,54,80
oct.-06,Sport,55,48,28,22,1
nov.-06,Catastrophes,15,14,6,1,3
nov.-06,Culture_loisirs,36,54,28,19,2
nov.-06,Economie,53,47,22,4,14
nov.-06,Education,22,13,4,0,1
nov.-06,Environnement,30,34,11,1,8
nov.-06,Faits divers,15,20,9,5,1
nov.-06,Histoire_hommages,13,13,6,2,6
nov.-06,International,61,84,54,32,145
nov.-06,Justice,48,54,45,29,20
nov.-06,Politique_France,53,53,35,27,13
nov.-06,Santé,23,22,17,5,4
nov.-06,Sciences et techniques,29,12,3,4,7
nov.-06,Société,142,134,95,30,54
nov.-06,Sport,59,60,33,20,2
déc.-06,Catastrophes,22,26,10,3,13
déc.-06,Culture_loisirs,53,70,34,16,5
déc.-06,Economie,58,45,21,12,14
déc.-06,Education,16,16,9,1,3
déc.-06,Environnement,31,27,14,3,6
déc.-06,Faits divers,33,37,28,12,9
déc.-06,Histoire_hommages,11,16,8,5,11
déc.-06,International,59,61,45,27,124
déc.-06,Justice,32,44,41,14,27
déc.-06,Politique_France,36,38,44,17,13
déc.-06,Santé,23,21,13,4,6
déc.-06,Sciences et techniques,19,19,10,5,6
déc.-06,Société,186,166,116,36,37
déc.-06,Sport,31,47,15,10,1
janv.-07,Catastrophes,55,31,18,11,6
janv.-07,Culture_loisirs,68,80,45,21,2
janv.-07,Economie,49,49,39,11,12
janv.-07,Education,20,7,2,0,2
janv.-07,Environnement,80,69,39,10,14
janv.-07,Faits divers,33,32,34,18,3
janv.-07,Histoire_hommages,33,33,21,5,15
janv.-07,International,86,79,65,52,157
janv.-07,Justice,45,40,27,16,22
janv.-07,Politique_France,67,73,70,34,15
janv.-07,Santé,51,39,21,8,7
janv.-07,Sciences et techniques,22,19,4,4,3
janv.-07,Société,200,156,94,43,60
janv.-07,Sport,59,67,37,17,1
févr.-07,Catastrophes,29,30,16,5,8
févr.-07,Culture_loisirs,59,68,41,20,6
févr.-07,Economie,71,47,43,17,28
févr.-07,Education,20,11,3,0,0
févr.-07,Environnement,61,29,22,8,10
févr.-07,Faits divers,30,15,20,12,3
févr.-07,Histoire_hommages,15,6,6,5,3
févr.-07,International,72,70,38,39,130
févr.-07,Justice,41,31,28,19,26
févr.-07,Politique_France,79,79,70,34,16
févr.-07,Santé,39,39,14,6,16
févr.-07,Sciences et techniques,15,17,8,1,1
févr.-07,Société,128,102,69,24,43
févr.-07,Sport,50,60,34,8,6
mars-07,Catastrophes,23,18,8,5,6
mars-07,Culture_loisirs,53,56,27,7,2
mars-07,Economie,72,34,28,11,16
mars-07,Education,25,17,6,3,4
mars-07,Environnement,44,30,10,5,12
mars-07,Faits divers,25,19,17,6,3
mars-07,Histoire_hommages,7,4,4,2,1
mars-07,International,68,66,47,49,123
mars-07,Justice,44,24,30,24,19
mars-07,Politique_France,96,119,75,49,29
mars-07,Santé,31,25,14,6,3
mars-07,Sciences et techniques,33,12,2,5,3
mars-07,Société,155,115,80,44,46
mars-07,Sport,53,63,29,20,0
avr.-07,Catastrophes,19,20,5,6,6
avr.-07,Culture_loisirs,30,30,25,6,0
avr.-07,Economie,37,19,10,5,11
avr.-07,Education,7,6,1,1,2
avr.-07,Environnement,37,24,8,6,9
avr.-07,Faits divers,42,50,40,21,6
avr.-07,Histoire_hommages,15,10,10,6,9
avr.-07,International,62,53,38,52,149
avr.-07,Justice,34,22,22,18,15
avr.-07,Politique_France,133,148,118,49,39
avr.-07,Santé,26,23,11,7,0
avr.-07,Sciences et techniques,19,22,13,11,2
avr.-07,Société,127,107,51,33,32
avr.-07,Sport,46,40,20,13,0
mai-07,Catastrophes,25,21,16,4,1
mai-07,Culture_loisirs,61,73,52,9,4
mai-07,Economie,45,37,16,16,19
mai-07,Education,22,18,6,1,0
mai-07,Environnement,60,52,14,9,10
mai-07,Faits divers,26,19,18,10,0
mai-07,Histoire_hommages,16,8,14,4,10
mai-07,International,108,90,82,55,182
mai-07,Justice,27,29,21,19,21
mai-07,Politique_France,148,168,126,49,38
mai-07,Santé,32,14,10,4,1
mai-07,Sciences et techniques,33,12,2,6,7
mai-07,Société,167,114,89,41,49
mai-07,Sport,58,53,29,24,3
juin-07,Catastrophes,32,19,8,2,2
juin-07,Culture_loisirs,38,43,25,20,7
juin-07,Economie,46,38,24,11,8
juin-07,Education,27,27,16,8,2
juin-07,Environnement,38,39,25,12,9
juin-07,Faits divers,23,14,15,13,0
juin-07,Histoire_hommages,6,10,4,3,3
juin-07,International,95,76,68,48,123
juin-07,Justice,42,47,30,29,17
juin-07,Politique_France,96,97,64,34,18
juin-07,Santé,27,15,8,8,5
juin-07,Sciences et techniques,19,11,4,7,4
juin-07,Société,137,93,60,55,33
juin-07,Sport,69,59,34,27,2
juil.-07,Catastrophes,65,59,36,16,20
juil.-07,Culture_loisirs,53,84,55,15,1
juil.-07,Economie,65,49,47,14,29
juil.-07,Education,16,9,7,2,3
juil.-07,Environnement,62,55,24,7,17
juil.-07,Faits divers,28,18,19,10,4
juil.-07,Histoire_hommages,13,8,6,4,4
juil.-07,International,101,75,84,49,168
juil.-07,Justice,58,62,48,37,22
juil.-07,Politique_France,48,37,32,7,10
juil.-07,Santé,22,18,15,8,5
juil.-07,Sciences et techniques,23,24,4,10,8
juil.-07,Société,169,146,90,42,43
juil.-07,Sport,105,112,76,33,10
août-07,Catastrophes,69,65,42,17,32
août-07,Culture_loisirs,52,45,22,6,7
août-07,Economie,57,55,42,15,23
août-07,Education,24,21,9,2,1
août-07,Environnement,53,36,15,5,8
août-07,Faits divers,22,30,22,11,6
août-07,Histoire_hommages,15,11,10,4,7
août-07,International,52,31,38,37,117
août-07,Justice,32,26,19,15,10
août-07,Politique_France,33,25,27,8,8
août-07,Santé,15,7,3,5,8
août-07,Sciences et techniques,27,19,18,5,5
août-07,Société,129,127,88,34,53
août-07,Sport,89,74,43,27,5
sept.-07,Catastrophes,23,20,13,5,13
sept.-07,Culture_loisirs,46,54,31,18,5
sept.-07,Economie,52,45,29,23,20
sept.-07,Education,21,27,11,7,4
sept.-07,Environnement,34,28,5,5,16
sept.-07,Faits divers,26,28,12,12,4
sept.-07,Histoire_hommages,12,11,10,6,3
sept.-07,International,78,78,37,52,135
sept.-07,Justice,39,30,25,35,13
sept.-07,Politique_France,55,42,40,23,14
sept.-07,Santé,25,21,19,7,2
sept.-07,Sciences et techniques,17,11,2,4,1
sept.-07,Société,123,133,70,52,41
sept.-07,Sport,131,78,47,14,9
oct.-07,Catastrophes,37,26,21,11,11
oct.-07,Culture_loisirs,60,61,42,33,6
oct.-07,Economie,54,46,20,21,13
oct.-07,Education,21,18,8,3,2
oct.-07,Environnement,40,53,20,11,9
oct.-07,Faits divers,37,25,11,12,4
oct.-07,Histoire_hommages,8,5,7,4,8
oct.-07,International,114,114,64,71,178
oct.-07,Justice,68,51,56,52,17
oct.-07,Politique_France,50,44,39,19,12
oct.-07,Santé,30,36,9,9,1
oct.-07,Sciences et techniques,22,10,10,1,2
oct.-07,Société,176,179,88,69,54
oct.-07,Sport,146,118,69,30,7
nov.-07,Catastrophes,29,28,12,10,12
nov.-07,Culture_loisirs,43,41,27,16,3
nov.-07,Economie,44,51,26,29,17
nov.-07,Education,41,40,18,14,8
nov.-07,Environnement,26,24,8,5,9
nov.-07,Faits divers,21,17,20,14,1
nov.-07,Histoire_hommages,16,14,10,5,5
nov.-07,International,103,91,55,56,142
nov.-07,Justice,52,45,43,30,12
nov.-07,Politique_France,33,21,15,11,5
nov.-07,Santé,21,6,8,5,2
nov.-07,Sciences et techniques,13,5,6,2,4
nov.-07,Société,203,192,109,81,50
nov.-07,Sport,51,36,20,13,2
déc.-07,Catastrophes,23,17,14,5,3
déc.-07,Culture_loisirs,68,57,35,17,8
déc.-07,Economie,61,49,38,20,13
déc.-07,Education,17,9,5,1,0
déc.-07,Environnement,56,36,18,10,16
déc.-07,Faits divers,38,33,16,15,4
déc.-07,Histoire_hommages,10,7,4,5,2
déc.-07,International,109,117,69,72,149
déc.-07,Justice,65,51,45,36,16
déc.-07,Politique_France,46,35,30,13,10
déc.-07,Santé,24,20,19,8,5
déc.-07,Sciences et techniques,18,12,3,7,5
déc.-07,Société,159,149,81,63,52
déc.-07,Sport,50,40,19,7,0
janv.-08,Catastrophes,24,14,10,3,2
janv.-08,Culture_loisirs,76,80,53,34,9
janv.-08,Economie,83,89,44,26,29
janv.-08,Education,11,11,5,4,2
janv.-08,Environnement,38,32,16,4,5
janv.-08,Faits divers,45,36,30,17,0
janv.-08,Histoire_hommages,21,15,11,7,9
janv.-08,International,151,144,98,80,212
janv.-08,Justice,58,55,36,32,21
janv.-08,Politique_France,72,65,50,21,10
janv.-08,Santé,44,47,30,14,6
janv.-08,Sciences et techniques,19,15,5,3,1
janv.-08,Société,166,126,73,65,43
janv.-08,Sport,91,81,40,22,3
févr.-08,Catastrophes,15,10,5,3,4
févr.-08,Culture_loisirs,68,72,47,26,9
févr.-08,Economie,73,69,30,27,18
févr.-08,Education,20,13,11,5,2
févr.-08,Environnement,28,13,9,13,3
févr.-08,Faits divers,19,9,11,11,3
févr.-08,Histoire_hommages,15,9,2,5,2
févr.-08,International,103,102,70,73,166
févr.-08,Justice,43,46,32,34,18
févr.-08,Politique_France,55,53,53,22,15
févr.-08,Santé,21,21,11,10,3
févr.-08,Sciences et techniques,36,11,5,5,3
févr.-08,Société,136,96,72,53,35
févr.-08,Sport,56,57,31,17,0
mars-08,Catastrophes,16,24,10,4,1
mars-08,Culture_loisirs,51,44,29,14,2
mars-08,Economie,68,51,29,27,14
mars-08,Education,17,12,2,3,4
mars-08,Environnement,38,21,26,12,7
mars-08,Faits divers,22,18,13,16,2
mars-08,Histoire_hommages,14,21,10,7,8
mars-08,International,95,99,52,61,152
mars-08,Justice,39,43,35,39,15
mars-08,Politique_France,58,67,68,42,13
mars-08,Santé,24,19,16,13,7
mars-08,Sciences et techniques,33,13,8,4,6
mars-08,Société,134,98,45,61,42
mars-08,Sport,69,72,35,20,6
avr.-08,Catastrophes,19,18,12,5,2
avr.-08,Culture_loisirs,57,55,42,19,2
avr.-08,Economie,98,83,42,38,46
avr.-08,Education,27,28,20,19,7
avr.-08,Environnement,26,34,13,1,4
avr.-08,Faits divers,47,41,38,29,12
avr.-08,Histoire_hommages,31,28,26,12,7
avr.-08,International,87,98,65,80,178
avr.-08,Justice,37,41,34,28,11
avr.-08,Politique_France,41,37,34,25,22
avr.-08,Santé,32,31,12,11,6
avr.-08,Sciences et techniques,31,19,4,6,2
avr.-08,Société,147,148,79,57,50
avr.-08,Sport,115,115,54,51,26
mai-08,Catastrophes,85,84,53,36,44
mai-08,Culture_loisirs,53,59,41,18,2
mai-08,Economie,79,75,46,30,34
mai-08,Education,19,18,8,4,5
